4863:17,58,61,84,302,650,4133,6347,11229,21650,35143,60793,85303,91049,122216
4870:17,29,58,239,254,302,361,395,616,654,837,861,2868,22016,107371
4875:3,8,29,45,58,76,84,239,616,654,726,1462,5214,5237,21253
4889:8,48,58,70,302,358,616,654,786,866,1023,1102,1155,18867,82180
4894:17,76,105,698,866,890,1730,2245,4880,5214,15807,31606,37335,47538,74986
4898:8,17,58,76,81,84,224,302,616,654,866,12536,46146,58327,91124
4910:3,29,58,66,84,185,239,302,354,483,495,616,654,2733,41962
4919:15,17,58,76,84,138,162,302,559,616,654,813,1190,1499,2233
4926:15,58,84,239,302,616,654,787,1109,3297,15012,28221,60284,73168,98975
4934:157,1352,1527,1712,2880,3107,3172,4459,7160,10041,10687,19697,27070,35625,44318
4935:106,1037,1133,1410,1521,2983,4187,4364,7173,12783,16191,17921,54302,86343,122982
4944:17,68,76,302,378,481,873,931,30117,33050,63677,86817,87882,101019,113789
4946:17,70,84,363,1218,1359,4249,6439,8166,38325,39258,72202,72987,89220,93465
4949:17,40,508,654,8454,9354,15403,37039,45683,50424,51962,53622,71846,73131,84167
4951:497,653,1205,1410,2917,3348,3643,3977,4991,5150,5550,17134,29458,44666,47203
4956:17,29,58,76,226,564,616,654,890,4743,4880,5097,10039,16669,18867
4961:17,840,6453,12652,23169,25443,26436,27716,28198,30143,33346,43692,44773,58383,69427
4984:29,205,236,244,302,385,616,1318,2405,2512,2618,2665,4826,11108,25826
4986:15,17,29,70,76,84,138,289,354,508,616,654,1023,1834,58917
4991:8,17,58,76,84,302,616,654,669,866,6856,13077,18743,24933,30815
4992:15,17,58,302,364,542,616,650,654,1009,1140,1348,1614,53097,83173
4998:17,29,58,84,302,395,542,591,650,726,861,1549,1550,8016,22008
5001:15,17,58,76,84,302,354,518,564,616,650,1550,3323,7973,50805
5002:4949,5502,5945,6503,8660,9216,15921,24608,26849,33774,34922,43021,53856,71589,74954
5006:17,58,302,508,596,616,654,869,2379,40167,53381,62905,66851,74318,101916
5007:13,17,76,116,441,710,1003,1065,1340,1405,2715,3153,4696,5117,46215
5011:96,698,802,3548,5738,6901,8167,18170,19551,34773,41634,87178,91878,115725,117347
5015:15,17,58,302,353,774,1119,1744,2030,3482,4268,4487,4793,5117,22633
5018:29,58,84,226,292,322,354,616,650,654,1102,13447,15571,41706,120840
5031:58,84,289,301,302,354,518,564,591,654,861,1102,2097,18416,42994
5039:1002,1205,1340,3506,4421,10536,14955,16036,18783,24838,26848,31492,36263,102559,104746
5040:15,17,58,65,84,101,289,301,302,518,542,616,654,1405,1930
5047:15,17,32,302,542,616,654,1109,2733,4958,9691,16805,22800,25164,109766
5048:17,147,650,785,6491,6868,10121,13069,18239,19233,21929,30301,60052,84308,100856
5079:8,15,58,76,84,101,138,285,289,354,356,542,616,645,1102
5086:17,70,76,349,367,500,546,616,866,1023,3147,8167,10048,25910,99194
5088:17,58,76,101,151,289,302,500,554,616,650,7305,28649,62168,99194
5089:17,29,58,116,182,302,650,654,2831,2944,3757,6765,7361,11044,14617
5090:17,100,302,367,749,23576,33941,41570,57521,59017,72843,91608,99952,117859,121610
5097:17,176,302,508,1644,1790,2289,8011,37547,47353,57786,62583,88779,98616,123263
5107:17,787,1217,10461,26143,27440,27478,35469,61303,70518,82199,85200,97560,105708,106192
5108:17,76,81,344,2292,5812,6916,7305,13288,17403,24557,25299,39079,41754,44019
5119:58,76,84,301,302,518,542,616,650,654,1102,1196,4027,5998,8276
5120:17,361,616,698,866,2283,3001,14528,24765,50572,56244,62267,64155,110105,123316
5129:168,719,760,827,984,3643,5480,5557,5738,7711,8860,23285,37771,44666,47203
5147:8,29,58,84,101,138,289,301,650,654,861,1102,10610,88939,107029
5148:8,17,58,76,84,302,616,654,669,866,6856,8322,18743,24933,30815
5176:17,73,101,302,508,542,554,616,654,875,899,2674,4420,6450,32328
5180:17,7776,9438,14392,18553,21631,38327,55938,57836,58648,90981,99992,105809,109445,122327
5188:17,508,1256,1352,1527,1991,2880,3107,3172,3864,4755,6266,28773,33872,93396
5202:8,17,58,76,84,279,302,327,394,616,654,866,1876,5117,115687
5207:17,518,1744,2372,16671,29017,33239,47534,58113,60963,93983,94411,102450,105497,105986
5208:17,84,101,138,289,354,495,518,542,650,861,1102,1476,3234,50354
5214:17,70,76,496,518,947,1412,1987,14960,25976,27509,49469,60667,65377,120818
5217:15,17,32,58,61,209,302,616,650,654,776,3632,6580,7672,10259
5247:15,17,58,302,364,518,542,616,654,1196,1217,2776,3445,4328,67427
5271:1525,2902,6035,32768,36535,37610,44920,53373,64967,68355,75582,85703,99775,100607,120510
5276:5315,7573,19929,20524,20744,20963,21877,32280,36752,37455,39157,47134,58142,58966,73638
5279:8,17,29,58,302,449,518,546,591,650,1462,1499,2570,5581,18391
5288:65,76,84,119,301,302,354,508,616,654,889,3233,6793,28541,35891
5294:17,32,84,124,245,302,472,518,654,875,891,1958,2162,15242,46215
5299:8,15,58,296,449,483,616,650,654,861,1140,1476,3234,3297,5542
5300:17,114,285,302,354,358,616,654,749,947,1102,5303,44923,54128,68502
5306:15,17,58,285,302,596,616,654,2890,3638,5991,10349,24323,33304,107172
5307:8,17,29,58,76,81,84,224,262,302,616,654,866,986,2703
5309:17,48,508,1050,1382,4420,6258,6733,10384,10681,58438,61628,89092,93030,97158
5323:724,4988,6189,22889,25412,25532,30471,31324,82586,93212,103121,105808,109592,116711,122753
5325:8611,16073,19644,38747,43037,58959,62270,68501,69820,89362,94537,99343,100151,101403,105630
5329:17,1119,3372,4420,7021,10492,19871,25479,26312,57773,62845,69395,75951,77881,100482
5335:8,29,58,138,239,301,302,354,518,616,654,866,1102,1762,2570
5358:17,65,119,302,431,616,654,873,889,1190,1288,4064,4107,6793,7048
5361:15,17,29,58,518,1476,2065,2338,6030,12860,13704,22606,46904,87303,92031
5364:1992,4871,7450,9323,10033,10305,13279,14890,21442,24655,35283,41249,49507,67430,83764
5378:8,29,76,289,302,354,508,518,591,650,1762,5315,9629,11644,49219
5385:8,58,138,239,245,496,616,866,875,915,1339,2162,2917,3675,9617
5387:6,8,17,76,84,101,289,322,495,650,692,861,1140,3234,71980
5397:8,29,76,84,101,239,289,301,354,616,650,866,1102,1550,2618
5398:17,58,182,302,364,616,654,1444,14910,33465,37504,64857,71206,85967,104934
5403:29,58,76,84,239,354,394,542,591,650,654,1102,1140,2064,18867
5425:8,17,32,73,302,394,518,554,616,654,673,1804,2469,4174,11571
5433:29,58,84,101,224,354,518,616,654,1102,3588,22336,74589,95530,97780
5434:17,29,70,76,81,226,302,616,654,2379,5311,28950,44208,85741,95233
5435:17,29,58,76,289,301,354,616,650,654,999,1086,1102,33465,71206
5436:8,29,70,116,254,301,302,354,546,654,899,1102,2058,9617,85293
5438:58,301,302,518,542,616,654,1102,1186,4032,4205,18770,64645,112321,122913
5449:81,2479,3137,6732,11529,12875,18205,27166,27264,46806,48875,86493,102412,113169,114065
5455:17,29,32,58,61,76,94,302,508,564,654,861,1039,1382,3250
5456:8,17,84,296,302,364,518,542,616,654,6376,19059,37009,58662,76596
5458:17,441,827,1002,1205,3977,4421,4444,4856,10536,12094,38280,76320,79533,121447
5462:48,65,70,76,84,94,302,354,508,518,616,654,899,2200,27910
5472:226,780,1749,2241,2616,3423,3498,3718,3972,5767,7211,12116,16286,22597,51665
5474:8,15,32,58,76,84,101,302,542,554,1039,1102,1196,1405,5465
5477:804,1397,2068,4889,37419,57338,64461,70014,78569,88419,95313,112244,116695,117501,120430
5478:17,40,827,1205,1410,3307,4991,6803,7091,10451,14790,24120,26262,76673,90552
5479:17,76,327,508,986,1086,1287,1405,2200,7312,8774,24645,74078,86979,91219
5480:6,8,58,76,84,138,239,289,354,495,518,616,650,3234,76841
5499:17,140,226,229,1749,2616,3498,3718,3939,7211,8283,9548,15380,31059,37567
5500:16211,30759,49627,51176,52778,54464,65045,79221,84530,90243,90787,99656,111688,112645,119978
5502:17,534,1591,6773,7905,14035,17123,21828,27705,32205,43893,54038,54354,63512,102122
5512:15,17,29,32,58,61,76,124,289,302,518,564,616,654,19984
5527:3,8,29,58,65,76,84,138,239,302,564,616,654,736,1023
5529:8,17,29,58,76,84,94,131,301,302,616,654,866,1205,1471
5530:17,58,61,302,354,483,542,554,650,654,861,1511,1578,8546,60776
5535:8,17,32,65,76,94,226,302,698,827,1023,1126,1382,1410,26273
5536:17,226,2015,2852,3409,4529,9091,16495,17990,34450,38841,52098,54579,67074,69933
5542:15,17,119,131,327,431,518,571,616,654,1405,1958,2200,19670,26062
5551:58,84,302,361,616,650,654,2848,19623,22507,22856,26519,31633,40263,62347
5562:15,17,29,58,84,302,354,508,542,616,944,1102,1382,3730,94112
5580:15,29,32,58,61,84,101,302,322,364,518,616,650,654,1102
5584:2260,2856,5486,6337,7940,12968,13766,16360,28502,30078,31356,37242,46572,61753,86115
5601:8,17,45,58,76,84,101,289,296,302,418,542,554,1102,15583
5611:15,29,58,76,94,224,236,285,302,564,616,654,1578,35466,51975
5632:8,15,17,58,76,84,162,302,394,449,542,654,1217,22606,60815
5640:17,76,698,1970,3348,7153,10617,38974,38984,42410,51733,66113,77518,98679,109245
5644:1397,1957,4889,5975,9054,9644,10180,14268,28017,43652,45643,71789,89155,104930,119356
5645:17,58,76,138,301,302,361,518,654,901,2743,11484,11762,78460,115152
5656:15,29,58,76,94,101,301,302,354,518,616,654,787,899,1102
5666:236,1912,3448,4075,4203,5457,7795,8861,10014,11210,11724,12253,14750,60428,92659
5683:574,719,877,984,1013,1147,1528,2153,7180,8786,8860,14754,30991,64427,70240
5691:8,17,58,76,84,302,616,654,866,1955,19912,53206,76909,81721,87861
5696:8,17,84,302,354,508,616,654,999,1382,2292,4422,7910,39881,105763
5702:6,15,84,97,101,162,239,289,354,616,650,1102,1476,3234,3265
5707:189,1352,1527,1712,2694,2880,3107,3172,6601,8225,11725,12990,16519,29254,72471
5717:709,1076,1189,8392,9189,9435,10722,12507,12861,19378,31157,33385,35494,40568,70536
5718:17,29,48,76,84,254,301,302,361,654,1119,1187,1499,5702,15540
5721:8,17,58,84,302,578,654,1102,6582,17692,27630,29388,40841,48002,76744
5722:8,15,17,58,76,182,224,302,394,591,654,1217,1550,13576,43724
5741:8,58,94,278,289,518,616,650,736,749,829,1462,1476,1762,3234
5765:15,17,58,76,302,511,591,654,861,873,902,1957,39997,56880,116706
5766:76,1176,6906,8226,9095,11887,20416,42870,45123,70648,74238,90360,101910,114564,117428
5780:15,17,29,32,58,84,301,302,327,354,542,564,709,861,1196
5784:8,17,58,73,76,101,289,302,354,542,554,616,650,34442,35495
5788:17,302,719,947,1730,2642,2675,3591,5716,18709,28577,32787,41373,47847,74483
5798:8,17,48,84,302,518,616,899,1187,9539,10427,48470,89089,97546,118695
5803:3,8,29,65,70,76,101,138,289,542,554,736,861,1102,1878
5817:17,32,58,84,289,398,616,650,749,3628,3829,8209,11641,15395,16155
5822:17,84,518,616,840,1405,3196,5111,19442,28244,62086,90431,92674,93161,95648
5834:17,58,302,354,361,394,616,650,654,736,2937,3429,5708,37780,45621
5858:168,719,984,1740,2103,2632,5480,7711,8860,12120,14226,17527,18895,19670,28541
5863:179,311,1547,2433,3578,3915,4671,7468,8759,14259,21479,23556,36864,107528,112247
5864:17,29,70,116,254,289,302,361,616,654,709,866,1382,1544,1728
5865:347,2291,2406,4906,5693,14237,44196,56232,57977,59396,60576,74238,78918,90360,114018
5866:76,81,168,226,731,1252,1555,3055,3599,5738,11899,25230,34593,35229,119420
5876:150,185,245,1410,1672,2200,2360,2838,4856,6423,16514,24738,67790,100825,120705
5884:15,17,58,101,289,302,398,542,554,616,654,855,1196,19197,22935
5890:17,302,654,2789,3719,7610,21610,26967,34760,54733,63373,66903,108488,118803,123293
5891:8,17,29,58,76,84,224,302,418,616,654,866,72903,73719,110748
5892:8,17,58,76,84,302,616,654,866,5834,37715,37939,37986,38235,38302
5894:17,76,749,1326,2513,9524,22365,24592,29231,29574,48210,52705,76752,81594,111982
5896:6779,10417,14113,14817,16149,40667,43442,51253,56052,65127,69499,77711,78685,118550,119275
5904:2265,5117,5843,10372,11152,35787,35989,47283,78504,91431,92712,93649,95617,98932,105454
5905:17,58,84,88,101,302,518,564,616,654,1102,4753,5998,9581,61772
5922:3,8,58,301,302,518,654,861,866,1102,27948,53618,58486,59267,64849
5923:17,58,84,302,508,518,542,616,654,736,1196,2669,10930,12303,18435
5943:17,29,32,58,162,302,495,616,654,1476,12784,15444,36518,37543,68500
5947:518,554,9099,10860,17342,20261,22192,25363,32709,39419,39828,41071,65522,108822,121824
5956:8,15,58,84,101,289,302,554,564,650,654,709,819,1109,5567
5964:17,58,62,101,289,302,356,542,616,650,654,794,861,1511,48703
5978:70,2857,4146,6117,6545,6901,9843,37266,44385,54555,69474,76692,78027,79605,107651
5990:17,245,302,616,2097,4851,14732,14920,25605,67617,77431,87258,90046,92993,109818
5994:17,58,76,302,616,654,15777,19135,63574,64804,75472,75487,75515,75530,75541
6001:76,168,719,2103,2370,4792,7994,8252,8860,9629,22333,30216,75432,112433,122085
6002:17,86,302,356,837,866,14718,29849,32798,46949,75642,81709,88824,92724,98661
6013:17,167,650,1878,3265,5956,11234,12236,12435,18293,23682,44423,54477,117780,120287
6018:17,29,61,84,131,245,301,302,354,508,616,654,1382,8445,100903
6020:538,698,1992,5053,5363,10048,11358,14890,18975,23230,24655,24885,56900,57734,78440
6027:6,58,245,356,554,616,654,656,1065,5722,10560,24259,56243,75427,88693
6031:6673,6974,12407,14642,21816,28854,43032,46666,49173,63666,69507,74776,77532,80208,113892
6062:17,65,81,646,698,899,908,1276,6732,18632,27726,31773,55216,62980,99911
6067:15,17,48,84,138,302,654,1119,1187,1360,2162,12710,14891,49290,119171
6073:17,29,58,76,84,138,151,354,495,616,650,749,1102,1476,3234
6076:17,29,58,65,302,542,591,650,654,776,1196,1424,1509,55172,60444
6078:1495,3672,7397,10492,10842,17185,17646,19871,24608,25479,32826,42944,43021,47516,57773
6083:17,492,1181,1752,2055,2338,2548,5111,10230,13049,28599,29147,76489,98871,99238
6093:8,29,48,138,361,654,736,1119,1187,1762,21276,25805,47483,98257,115021
6109:8,17,84,302,616,1359,5724,6243,9846,12724,15921,18139,46265,51517,68750
6110:17,40,76,441,508,1009,1410,2139,5363,6207,16947,21938,53700,92838,119489
6118:15,29,58,70,76,162,262,431,500,616,654,1410,2583,8008,9601
6128:76,84,138,239,289,301,354,495,650,736,861,866,1102,1476,3234
6135:1790,2318,2798,2860,5184,11780,13129,15422,20889,57940,68038,102385,118487,120699,120772
6137:8,29,58,76,138,239,289,302,354,361,363,394,518,861,1762
6139:8,17,58,138,301,302,354,518,616,654,1102,1762,4249,55030,86656
6140:17,58,106,302,409,616,654,974,1152,1550,2816,4173,9045,14152,21291
6145:29,1202,2030,9745,13186,17424,18792,28140,32044,33218,39958,44012,45171,94897,113497
6146:8,17,58,76,84,138,239,302,616,654,866,3835,5605,13732,14227
6155:76,245,302,371,710,1065,1410,1744,4696,6315,9055,14955,16036,26712,27119
6161:17,32,1905,2447,3180,3409,3829,4126,4941,4967,11623,14964,15395,24919,29487
6162:17,73,76,289,302,322,483,554,616,650,654,3632,4169,9943,32328
6164:70,226,262,500,780,835,986,1749,3423,7211,14424,27491,41163,101073,116404
6179:533,4040,5975,7097,7268,10981,17048,17908,18920,33228,48612,52442,68463,73457,88066
6186:17,73,101,162,302,402,518,542,554,616,654,1196,1804,4174,37982
6192:17,76,94,138,226,354,508,654,1790,6733,8167,18867,25910,74051,75530
6202:17,138,224,302,429,564,650,654,3141,12090,42041,60385,65579,70304,84151
6205:17,29,58,84,254,302,354,546,650,654,20831,56009,83183,83629,85748
6207:3,29,58,84,239,302,354,395,616,654,726,764,866,24323,39546
6210:17,32,48,61,138,302,518,564,654,736,902,1102,1119,1187,6450
6219:1206,1352,1527,2880,3107,4755,5624,7859,7880,8225,10041,11725,15608,34129,73179
6228:15,29,58,76,84,138,224,302,354,542,554,564,709,736,1102
6270:17,656,1023,1382,2280,4268,19132,22192,33649,38331,40886,57994,85600,85701,86548
6271:6,58,84,239,269,285,495,616,654,726,749,1102,2200,3234,3751
6274:8,17,29,58,76,84,302,616,654,866,6545,36076,36182,36202,36246
6283:29,58,76,84,162,239,302,354,394,616,654,1102,9853,53409,79080
6290:17,29,58,221,302,356,616,654,2232,3191,6646,18315,24797,35596,78958
6292:17,76,975,2548,9710,26267,26981,28230,30918,58873,61034,72746,94485,94702,106173
6298:17,65,84,302,394,616,2200,4032,5045,20974,46264,55329,61736,73007,114461
6301:6,17,70,84,101,289,495,518,542,616,650,692,901,1102,1476
6312:8,17,29,58,76,81,84,224,302,616,654,866,6290,67573,67587
6331:17,226,731,780,986,1888,2241,3423,5860,6623,8511,8826,30033,31584,76566
6336:17,48,94,189,302,356,1023,1187,1352,1382,1527,2880,3107,4825,71507
6338:58,138,302,398,616,650,654,1102,2241,2967,3374,3423,3516,5048,22597
6345:8,58,76,245,289,302,483,518,542,616,654,827,10985,14202,46215
6351:17,76,385,1913,2139,2848,5726,6387,18892,19089,25216,40263,71326,80736,120997
6357:6,15,29,58,301,427,518,564,616,654,813,1102,1762,3476,7178
6371:17,29,32,58,84,97,616,650,654,1102,1476,8276,71777,78016,102630
6391:8,17,58,76,84,302,616,654,669,866,6856,8322,18743,30815,51232
6392:17,70,361,564,650,986,1164,4880,24658,26180,27254,45722,53268,58340,81739
6395:385,508,913,1352,1497,4060,4755,4825,5450,8466,8848,10041,21065,39512,44439
6404:168,661,984,1528,2642,2833,4119,5480,9783,15949,34397,46771,69842,75083,87437
6407:81,239,262,899,1206,1352,1527,1712,2694,12016,28621,30043,36360,59423,104662
6413:44,1326,7467,7590,17917,20235,38736,44945,48188,52869,54962,71212,72384,94441,121459
6420:168,463,574,719,984,1400,2582,7225,8733,10267,10648,13677,42088,109028,122919
6450:29,58,114,116,289,518,616,650,654,1102,4949,5017,20080,60144,89750
6457:17,76,302,398,766,3720,7937,14470,40240,43008,44315,77984,102509,111731,114321
6469:17,58,70,302,380,521,654,1023,1462,1684,2163,5581,25666,38832,112459
6475:17,29,84,289,302,616,650,9401,10797,30013,66256,66910,74910,96714,117151
6520:17,70,76,780,834,1749,2967,3137,4626,13049,13501,18269,27094,37567,63563
6536:2846,5195,6960,7195,8184,13700,14906,16350,16463,22855,30077,32347,37359,44013,71688
6543:17,29,58,76,84,138,518,564,616,654,861,1102,1462,21537,108344
6555:8,15,58,94,138,239,354,361,518,554,616,650,654,2570,3234
6565:17,84,761,837,1102,1362,1874,3841,4414,4502,6573,8439,22006,37522,110247
6568:197,465,840,2548,3196,5627,6754,10230,11578,14793,24553,27070,33763,34070,47456
6569:8,17,58,76,81,84,224,302,616,654,669,866,2703,6569,21576
6587:17,151,861,1822,3067,5343,6511,8964,14202,18438,19233,21929,30301,44632,50153
6593:8,17,29,58,84,239,363,510,518,542,616,726,1102,1140,3234
6594:17,48,138,226,302,654,866,1119,1155,1187,1913,2162,2630,50662,115515
6597:17,70,76,388,1651,1839,2245,2528,6901,10692,26437,28389,35660,59031,102802
6600:17,70,81,226,1884,2379,2967,3423,5935,6545,16685,17317,28464,32030,84606
6601:17,254,361,654,866,5465,7194,13293,23305,39707,76519,84610,96323,105078,109587
6602:533,2492,4656,5692,7364,12501,20390,30436,35715,42598,50141,79208,97278,103717,111418
6603:297,4575,8167,8860,12332,12734,17527,25822,25910,37042,57974,59005,71599,86707,111554
6641:8,17,58,302,518,542,616,654,1287,1382,1405,8276,10930,15304,26460
6642:29,58,239,302,518,654,8445,10860,13683,17342,25363,32709,39419,65522,81112
6655:17,226,302,546,654,866,1995,11887,22390,23980,28950,48224,70348,105226,109264
6658:17,654,1591,5715,6683,9814,18616,42701,44896,58929,71859,103917,105505,117556,117921
6671:1830,3536,4794,12936,21940,25960,27122,32970,38470,39897,63088,68743,89832,92246,110678
6676:17,58,302,518,546,616,654,1550,27705,37486,53322,79543,97165,104592,105505
6682:3,58,76,84,138,239,285,301,616,650,726,749,866,1476,3234
6694:4386,6432,26085,27741,31969,35183,36868,36887,39875,65038,80668,86448,88297,89916,90937
6698:8,17,58,76,84,302,616,654,866,3307,6724,9354,37597,38736,49471
6723:135,168,661,984,2153,4119,5480,5557,7235,8860,9491,12657,29783,46771,114275
6724:17,76,226,302,616,1250,2286,3241,6371,7237,11325,18370,46213,87469,106695
6725:17,58,76,288,302,616,654,1476,3155,33967,45603,63397,72224,95855,110496
6728:8,58,76,101,302,542,616,654,2031,2995,7667,38122,66108,79653,112702
6735:8,17,58,70,84,289,354,361,542,564,616,1102,1155,1476,19670
6736:17,302,313,616,1039,2708,4203,4756,8197,8861,10075,12253,14202,14750,19536
6737:17,76,84,302,356,616,654,873,1152,1287,1362,2200,2583,35442,81108
6749:135,168,463,574,661,719,1400,1740,2103,5480,7404,7994,8860,12254,29962
6755:8,17,58,182,302,354,518,654,1102,1762,2570,22681,77497,82081,84778
6773:8,101,224,239,285,301,518,554,616,749,875,947,1119,1762,3234
6792:8,17,58,153,302,354,518,591,654,861,1762,2570,19079,24323,91257
6793:8,29,58,138,354,508,654,692,736,1102,1462,5312,17674,24029,111538
6843:8,11,65,76,302,654,899,908,2048,2085,2543,2950,4671,18287,31117
6851:17,301,518,1206,1208,1527,2880,3107,3172,3915,4825,5624,10041,10096,22705
6881:17,500,686,785,6127,6491,11671,13737,18239,21970,47043,78050,91518,106547,116911
6883:17,54,58,76,94,224,302,508,616,654,710,1102,4542,6503,18139
6886:58,76,84,179,230,285,301,322,559,616,692,709,1102,1548,19984
6889:3,58,84,239,301,302,654,3216,5337,25165,39572,40996,41088,59197,89867
6894:8,17,58,76,81,224,302,616,654,866,5152,6922,25149,92227,112582
6895:17,254,546,654,866,1649,1763,8218,10947,15568,28735,33748,38510,75864,81589
6898:17,32,40,616,709,1069,1970,2139,2414,5729,11070,18160,25021,67940,73319
6903:17,254,302,354,546,654,1913,2414,7194,17934,54566,61375,94087,98742,109328
6932:17,97,182,224,285,302,616,650,654,6073,12559,14084,28479,61790,87159
6933:6,17,500,616,650,1745,14521,16654,17492,28861,42854,43169,58650,63146,82584
6935:3142,4455,17520,25523,36213,39786,40281,52826,56570,60549,97616,104512,111979,113270,114998
6939:17,58,84,138,226,301,302,508,518,542,554,616,654,899,11488
6948:769,1007,3514,4589,4858,6302,14610,31819,40887,56195,64230,64933,74415,100224,102171
6950:8,17,58,76,84,302,616,654,866,1979,22792,23335,34965,85253,87445
6958:8,17,45,58,70,302,650,866,957,2528,4326,5604,16676,18057,113365
6960:17,361,1023,5336,5807,11782,17855,22097,26676,29473,37960,57108,61563,87207,98181
6966:2303,3770,8258,25398,37204,38716,42150,73522,81362,82452,85899,92257,94808,103304,105292
6977:17,294,301,473,616,9902,10561,28103,37566,57635,61626,64429,73688,79831,105719
6982:17,76,254,361,2354,2845,3043,4093,6901,10692,16658,26437,47429,73805,75251
6983:8,17,58,70,76,81,84,302,500,616,654,866,2139,2292,5812
6984:542,35724,41738,51041,53992,57053,61451,64508,69814,73267,76332,79255,91774,108856,116731
6992:245,441,565,970,1524,1744,1827,2403,2714,3207,3506,3618,9217,25783,98584
7005:8,15,58,76,84,302,518,564,616,654,1023,1196,5567,14129,70100
7019:8,17,48,58,84,245,302,518,787,861,1119,1187,1402,2162,90053
7027:8,17,29,58,76,81,84,224,302,616,654,669,866,986,2703
7034:17,58,65,94,302,654,2030,6969,26483,32302,45615,52631,58650,60391,92295
7035:302,654,1102,2566,7171,7411,10898,20351,31850,49084,89405,107027,112422,118473,120597
7036:17,29,58,70,84,109,302,354,449,521,616,654,1102,1462,5581
7044:3,8,48,58,70,84,301,302,496,616,654,1187,8151,8579,117160
7053:76,168,719,1460,5738,14038,25165,37482,41982,55211,55476,59197,79591,91887,96157
7059:661,719,984,1326,1740,2012,2318,5480,6256,8860,9874,25073,58298,93033,109940
7069:8,17,58,76,84,302,616,654,866,924,1592,26767,31496,91739,92052
7077:17,302,654,2123,18417,31168,32107,39724,39744,39800,43857,58530,62125,64725,77790
7096:8,17,58,76,84,302,361,616,654,866,7159,45188,83166,83349,95123
7112:1382,2449,23084,37505,66211,71443,75057,75265,81729,102248,103280,107052,107310,114316,120102
7116:17,302,857,1245,3726,8483,10175,28791,30326,51156,59120,77194,78564,80125,89943
7118:29,58,76,84,138,224,238,470,616,654,736,1102,1140,45014,71559
7133:8,48,58,84,239,354,616,650,749,866,1102,1119,1476,3234,90025
7137:3307,4943,7082,8563,15202,23213,24035,26165,34038,39684,50432,52245,59805,70580,92211
7140:17,58,84,88,302,518,564,616,1102,2815,4753,9581,18827,61772,120040
7159:29,73,84,94,101,301,302,542,554,654,861,1102,1804,23254,94102
7173:15,17,29,58,302,616,654,1119,7841,18525,28785,36070,39854,57931,59711
7178:17,302,322,363,431,9974,25588,31647,33580,49349,62842,63619,63704,107021,120779
7183:8,17,32,70,101,162,289,495,518,616,650,1476,1762,1869,3234
7184:8,17,58,76,84,302,616,654,866,2946,6774,14368,52870,83258,85559
7188:8,17,29,58,76,84,301,302,354,616,654,866,899,1102,7286
7192:8,15,29,58,61,76,84,101,289,354,518,554,564,616,1102
7196:8,17,58,76,84,302,616,654,866,3065,19570,39831,63082,88351,98381
7203:311,603,5319,5975,7622,7926,8772,10981,11590,13971,16045,17232,19206,24689,35817
7214:17,48,230,763,899,1187,1985,4420,4487,18253,28705,46287,54886,60127,86294
7224:15,17,32,131,302,327,364,470,518,542,616,650,654,3274,90053
7225:17,302,557,866,5855,7326,18087,21514,23974,45418,52049,63391,66575,82752,105578
7230:8,17,58,76,84,302,358,616,654,866,1913,2265,2848,26137,55915
7232:17,76,226,302,890,1155,2139,4743,5097,6229,10039,22801,49414,50661,64778
7239:15,17,58,302,616,654,7757,24323,29392,36890,52206,66351,87578,95396,113643
7242:5611,7614,9782,19029,20037,22848,29921,44935,48582,54008,76460,77440,94354,97070,110617
7254:12703,17363,34208,47466,54949,58624,60261,73095,86845,94421,94872,103073,103841,113255,122516
7268:15,17,84,138,162,289,354,394,495,616,650,749,1102,1476,3234
7291:17,245,441,1744,2028,2715,4856,9460,12217,14968,21433,28604,55035,64815,94992
7294:17,302,518,542,616,654,899,1102,1187,14108,23604,33184,47807,63425,80879
7299:58,76,84,94,236,301,302,358,518,542,616,654,743,861,4212
7303:2016,5287,14670,20186,21679,22110,27309,37152,41588,46289,55694,74118,83785,104811,121398
7326:58,76,84,239,302,361,616,654,866,1164,2008,2265,4880,87900,96998
7340:890,1730,3568,4743,5097,5670,8042,8897,10039,11579,15238,33321,56166,70959,91586
7346:17,168,508,1326,2153,2715,4320,9800,14754,33921,69173,75173,80327,107581,120691
7348:17,29,42,58,76,239,302,317,616,654,1102,1462,2618,17164,46535
7351:8,17,58,76,84,236,302,616,654,866,8861,12253,14750,30954,31081
7356:1326,1460,1682,2351,7623,14906,18777,29732,44945,46215,54330,58451,70695,94447,117677
7366:29,58,301,354,616,650,654,690,1102,1462,5708,10930,18867,43535,94428
7367:76,986,4812,6303,8476,9877,29623,33388,39204,48433,58888,69067,72499,73246,113879
7383:17,422,2373,5187,7501,19885,19886,20327,28994,35646,67253,75784,84856,86531,101979
7397:6,8,17,32,58,84,138,182,302,518,591,650,654,861,6275
7410:81,226,500,780,1888,2307,2379,11772,16763,20396,22689,22823,34829,46621,113000
7414:17,29,116,162,301,302,775,1180,6278,11811,19687,19877,37780,93098,107206
7419:76,168,463,719,1147,1400,2103,3599,5738,8860,9417,9874,25647,29329,35229
7429:8,17,58,76,84,302,373,616,654,866,1446,6360,7885,16710,51945
7433:3,58,76,84,138,239,302,395,616,654,899,1001,1196,14528,77820
7444:17,1164,4671,7334,7468,8985,26945,27085,28924,70818,74014,76875,96081,98591,103202
